,POSITIVE,NEGATIVE,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,,,,,,,,,,,,,,,,,,,
encourage,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
encroachment,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
encumbrance,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
endanger,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
endangered,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
endeavor,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
endemic,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
endow,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
enemy,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
enforce,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
engage,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
engaged,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
engaging,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
enjoy,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
enlighten,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
enlightenment,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
enliven,1,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,joy|surprise|trust,,joy,surprise,trust,,
enmity,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
enroll,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
enslave,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
entangle,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
entangled,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
entertain,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
entertained,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
entertaining,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
entertainment,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
enthusiasm,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
enthusiast,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
entrust,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
epidemic,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
epitaph,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
eradicate,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
eradication,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
erotic,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
error,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
erupt,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,anger|surprise,,anger,surprise,,,
eruption,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
escape,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
escaped,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
eschew,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
escort,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
esteem,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
euthanasia,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
evacuate,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
evasion,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
evict,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
eviction,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
evident,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
evil,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
exacerbation,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
exalt,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
exaltation,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
exalted,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
exasperation,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
excel,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
excellence,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
excellent,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
excitation,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
excite,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
excited,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
excitement,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
exciting,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
exclaim,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
excrement,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
excruciate,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
excruciating,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
execution,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
exhaust,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
exhausted,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
exhaustion,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
exhaustive,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
exhilaration,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
exigent,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,anticipation|disgust,,anticipation,disgust,,,
exile,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
exorcism,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
expect,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
expectancy,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
expectant,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
expectation,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
expected,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
expedient,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
expel,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
experience,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
experienced,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
experiment,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
expert,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
expertise,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
explode,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,anger|fear|sadness|surprise,,anger,fear,sadness,surprise,
explosion,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
explosive,0,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,anger|anticipation|fear|surprise,,anger,anticipation,fear,surprise,
expose,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
expulsion,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
exterminate,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
extermination,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
extinguish,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
extricate,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
exuberance,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
eyewitness,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
faeces,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
fail,0,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,anger|anticipation|fear|sadness,,anger,anticipation,fear,sadness,
failing,0,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,anger|anticipation|fear|sadness,,anger,anticipation,fear,sadness,
failure,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
fain,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
faint,0,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,,fear|sadness|surprise,,fear,sadness,surprise,,
fairly,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
faith,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
faithful,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
faithless,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
fallacious,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
falsehood,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
falsification,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
falsify,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
falsity,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
falter,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
familiarity,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
famine,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
fanaticism,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
fancy,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
fanfare,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
farcical,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
fasting,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
fatal,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
fatality,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
fate,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
fatigue,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
fatigued,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
fatty,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
fault,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
faultless,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
favorable,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
favorite,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
fear,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
fearful,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
fearfully,0,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,,fear|sadness|surprise,,fear,sadness,surprise,,
feat,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
fecal,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
feces,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
feeble,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
felicity,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
fell,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
felon,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
fence,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
ferment,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
fermentation,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
ferocious,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
ferocity,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
fervor,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,anger|joy,,anger,joy,,,
festival,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
festive,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
fete,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
feud,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
fib,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
fidelity,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
fiend,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
fierce,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
fiesta,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
fight,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
fighting,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
filth,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
filthy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
fire,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
firmness,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
fit,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
fitting,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
flabby,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
flaccid,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
flagrant,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
flagship,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
flatter,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
flattering,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
flatulence,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
flaw,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
flee,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
fleece,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
flinch,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,anticipation|disgust|fear|sadness,,anticipation,disgust,fear,sadness,
flirt,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
flog,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
flop,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
flounder,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
fluke,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
foe,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
follower,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
fondness,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
fool,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
foray,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
forbid,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
forbidding,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
force,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
forced,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
forcibly,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
forearm,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,anger|anticipation,,anger,anticipation,,,
forebode,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
foreboding,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
forecast,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
foreclose,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
foresee,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
foresight,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
forewarn,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
forfeit,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
forfeiture,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
forgive,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
forgiving,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
forlorn,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
formality,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
formidable,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
forsake,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
fort,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
fortitude,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
foul,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
fragile,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
frailty,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
frank,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
frankness,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
frantic,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,disgust|fear|surprise,,disgust,fear,surprise,,
fraternal,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
fraud,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
fraudulent,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
fraught,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
fray,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
frayed,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
freakish,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,disgust|fear|surprise,,disgust,fear,surprise,,
freedom,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
freely,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
frenetic,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
frenzied,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
fret,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
friction,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
friend,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
friendliness,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
friendly,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
friendship,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
fright,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
frighten,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
frightened,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
frightful,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
frisky,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
frolic,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
frown,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
frowning,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
fruitless,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
frustrate,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
frustrated,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
frustration,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
fugitive,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
fulfill,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
fulfillment,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
fume,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
fun,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
funeral,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
funk,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
furious,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
furiously,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
furor,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
fury,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
fuss,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|sadness|fear,,anger,sadness,fear,,
fussy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
futile,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
gag,1,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,disgust|joy,,disgust,joy,,,
gage,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
gain,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
gall,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
gallows,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
gamble,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,anticipation|surprise,,anticipation,surprise,,,
gambler,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,anticipation|surprise,,anticipation,surprise,,,
